,Price,Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,SSD,RAM,Expandable Memory,Operating System,Touchscreen,Screen Size,Weight,max_res,gpu_brand,company,Storage,battery_back,gpu_processor
82,30990,4,0,amd,athlon dual core,1,8,1,windows,0,15.6,1.68,1080,amd,dell,256,4.5,amd radeon
83,149645,2,0,intel,core i5,1,16,1,windows,0,13.4,1.16,1080,none,dell,512,4.5,intel iris xe
84,99219,3,0,amd,ryzen 7 octa core,1,16,0,windows,1,14.0,1.43,1080,none,lenovo,512,5.0,amd radeon
85,82980,1,4096,amd,ryzen 7 dual core,1,16,0,windows,0,15.6,2.0686486486486486,1080,nvidia,asus,1024,2.0,nvidia geforce rtx 3050
86,36949,5,0,amd,ryzen 3 quad core,1,8,0,windows,0,15.6,0.9746666666666668,1080,amd,asus,256,5.0,amd radeon
87,129990,6,4096,amd,ryzen 9 octa core,1,32,1,windows,1,13.4,1.3,1080,nvidia,asus,1000,4.0,nvidia geforce gtx 1650
88,158270,1,8192,intel,core i7,1,16,1,windows,0,15.6,2.9,1080,nvidia,msi,1000,2.0,nvidia geforce rtx 3070
89,47990,5,0,intel,core i3,1,8,0,windows,0,15.6,1.8,1080,none,asus,256,5.0,intel uhd
90,64990,2,0,intel,core i5,1,16,0,windows,0,14.0,1.37,1440,none,realme,512,4.5,intel iris xe
91,64990,2,0,intel,core i5,1,16,0,windows,0,14.0,1.37,1440,none,realme,512,4.5,intel iris xe
92,64990,2,0,intel,core i5,1,16,0,windows,0,14.0,1.37,1440,none,realme,512,4.5,intel iris xe
93,103990,1,4096,intel,core i7,1,16,1,windows,0,15.6,2.65,1080,nvidia,dell,512,2.0,nvidia geforce rtx 3050 ti
94,69490,1,4096,amd,ryzen 5 hexa core,1,8,0,windows,0,15.6,2.57,1080,nvidia,dell,512,2.0,nvidia geforce rtx 3050
95,21990,5,0,intel,celeron dual core,1,4,0,windows,0,14.1,0.9746666666666668,1080,none,avita,128,5.0,intel uhd
96,90290,1,4096,amd,ryzen 7 octa core,1,16,0,windows,0,15.6,2.57,1080,nvidia,dell,512,2.0,nvidia geforce rtx 3050
97,40990,2,0,intel,core i3,1,8,1,windows,0,15.6,1.69,1080,none,hp,512,4.5,intel uhd
98,73990,1,4096,amd,ryzen 5 hexa core,1,16,0,windows,0,15.6,2.57,1080,nvidia,dell,512,2.0,nvidia geforce rtx 3050
99,44990,2,0,amd,ryzen 5 quad core,1,8,0,windows,0,14.0,1.6,1080,amd,asus,512,4.5,amd radeon vega 8
100,49990,3,0,intel,core i3,1,8,0,windows,1,14.0,1.5,1080,none,asus,256,5.0,intel uhd
101,42990,2,0,intel,core i5,0,8,0,windows,0,15.6,1.8,1080,none,asus,1000,4.5,intel uhd
102,24999,5,0,intel,celeron dual core,1,4,0,windows,0,11.6,1.26,720,none,asus,128,5.0,intel uhd
103,29990,5,0,intel,celeron dual core,1,4,0,windows,1,11.6,1.4,720,none,asus,128,5.0,intel uhd
104,64990,2,0,amd,ryzen 7 octa core,1,16,0,windows,0,15.6,1.8,1080,amd,asus,512,4.5,amd radeon
105,63990,3,0,intel,core i5,1,8,0,windows,1,14.0,1.5,1080,none,asus,512,5.0,iris xe
106,64990,2,0,amd,ryzen 7 octa core,1,16,0,windows,0,15.6,1.8,1080,amd,asus,512,4.5,amd radeon
107,26990,2,0,intel,celeron quad core,1,4,0,windows,0,15.6,1.8,720,none,asus,256,4.5,intel uhd
108,52990,3,0,intel,core i3,1,8,0,windows,1,14.0,1.5,1080,none,asus,512,5.0,intel uhd
109,38990,2,0,intel,core i3,1,8,0,windows,0,15.6,1.8,1080,none,asus,512,4.5,intel uhd
110,52990,2,0,amd,ryzen 7 quad core,1,16,0,windows,0,14.0,1.6,1080,amd,asus,512,4.5,amd radeon rx vega 10
111,34990,2,0,intel,core i3,0,8,0,windows,0,15.6,1.8,720,none,asus,1000,4.5,intel uhd
112,40990,2,0,intel,core i3,1,8,0,windows,0,15.6,1.8,1080,none,asus,1256,4.5,intel uhd
113,61990,2,0,amd,ryzen 5 hexa core,1,8,0,windows,0,15.6,1.75,1080,amd,hp,512,4.5,amd radeon
114,208190,5,6144,intel,core i9,1,32,0,windows,0,15.6,2.14,2160,nvidia,hp,1000,5.0,nvidia geforce rtx 3060
115,27490,2,0,intel,celeron quad core,0,4,0,chrome,1,14.0,1.49,720,none,hp,64,4.5,intel uhd
116,27490,2,0,intel,celeron dual core,0,4,0,chrome,1,14.0,1.49,720,none,hp,64,4.5,intel uhd
117,163190,2,4096,intel,core i7,1,16,0,windows,1,15.6,2.14,2160,nvidia,hp,1000,4.5,nvidia geforce rtx 3050
118,54990,2,0,amd,ryzen 5 hexa core,1,8,1,windows,0,14.0,1.41,1080,amd,hp,512,4.5,amd radeon
119,60190,2,0,amd,ryzen 5 hexa core,1,8,1,windows,0,15.6,1.75,1080,amd,hp,512,4.5,amd radeon
120,60190,2,0,amd,ryzen 5 hexa core,1,8,1,windows,0,15.6,1.75,1080,amd,hp,512,4.5,amd radeon
121,54990,2,0,amd,ryzen 5 hexa core,1,8,1,windows,0,14.0,1.41,1080,amd,hp,512,4.5,amd radeon
122,163190,2,4096,intel,core i7,1,16,0,windows,1,15.6,2.14,2160,nvidia,hp,1000,4.5,nvidia geforce rtx 3050
123,44499,2,0,intel,core i3,1,8,1,windows,0,15.6,1.8,1080,none,dell,512,4.5,intel uhd
124,54890,5,0,amd,ryzen 7 quad core,1,16,0,windows,0,15.6,1.8,1080,amd,asus,512,5.0,amd radeon rx vega 10
125,35988,7,0,intel,core i3,1,4,0,dos,0,15.6,1.8,1080,none,asus,256,6.0,intel hd
126,72990,1,4096,intel,core i5,1,8,0,windows,0,15.6,2.25,1080,nvidia,lenovo,512,2.0,nvidia geforce rtx 3050
127,55990,2,0,intel,core i3,1,8,0,windows,1,14.0,1.52,1080,none,hp,512,4.5,intel uhd
128,38990,5,0,qualcomm,snapdragon 7c gen 2,0,8,0,windows,0,14.0,1.25,1080,qualcomm,hp,128,5.0,qualcomm adreno 618 gpu
129,77990,1,4096,amd,ryzen 7 octa core,1,16,1,windows,0,15.6,2.25,1080,nvidia,lenovo,512,2.0,nvidia geforce gtx 1650
130,69990,1,4096,amd,ryzen 5 hexa core,1,8,0,windows,0,15.6,2.25,1080,nvidia,lenovo,512,2.0,nvidia geforce rtx 3050
131,58990,3,0,intel,core i3,1,8,0,windows,1,14.0,1.34171875,1080,none,lenovo,512,5.0,intel uhd
132,23990,2,0,intel,celeron dual core,1,4,0,windows,0,11.6,1.4946421471172964,720,none,lenovo,256,4.5,intel uhd
133,87990,2,0,intel,core i7,1,16,0,windows,1,14.0,1.52,1080,none,hp,512,4.5,iris xe
134,57990,3,0,amd,ryzen 5 hexa core,1,8,0,windows,1,14.0,1.34171875,1080,amd,lenovo,512,5.0,amd radeon
135,42990,2,0,intel,core i3,1,8,0,windows,0,14.0,1.4946421471172964,1080,none,lenovo,512,4.5,intel uhd
136,75190,2,0,intel,core i5,1,16,0,windows,1,14.0,1.52,1080,none,hp,512,4.5,iris xe
137,99990,3,0,intel,core i7,1,16,0,windows,1,14.0,1.34171875,1080,none,lenovo,512,5.0,intel iris xe
138,46790,2,0,amd,ryzen 5 dual core,1,8,1,windows,0,15.6,1.8,1080,amd,dell,512,4.5,amd radeon vega 
139,40990,2,0,intel,core i3,1,8,1,windows,0,15.6,1.8,1080,none,dell,512,4.5,intel uhd
140,42990,2,0,intel,core i3,1,8,1,windows,0,14.0,1.46,1080,none,hp,512,4.5,intel uhd
141,40990,2,0,amd,ryzen 3 dual core,1,8,1,windows,0,15.6,1.8,1080,amd,dell,512,4.5,amd radeon
142,40990,2,0,intel,core i3,1,8,0,windows,0,15.6,1.8,1080,none,dell,1256,4.5,intel uhd
143,155490,5,6144,intel,core i7,1,16,0,windows,0,16.1,2.32,1080,nvidia,hp,1000,5.0,nvidia geforce rtx 3060
144,38990,7,0,intel,core i3,1,4,0,windows,0,14.0,0.8,720,none,asus,256,6.0,intel uhd
145,104490,1,4096,amd,ryzen 7 octa core,1,16,1,windows,0,16.1,2.32,1080,nvidia,hp,512,2.0,nvidia geforce rtx 3050 ti
146,125500,1,0,amd,ryzen 7 octa core,1,16,1,windows,0,16.1,2.32,1080,amd,hp,1000,2.0,amd radeon rx 6600m
147,40699,5,0,intel,core i3,0,8,0,windows,0,15.6,0.9746666666666668,720,none,hp,1000,5.0,intel hd
148,37990,5,0,amd,ryzen 3 dual core,0,8,0,windows,0,15.6,0.9746666666666668,720,amd,hp,1000,5.0,amd radeon
149,83990,1,4096,amd,ryzen 7 octa core,1,8,1,windows,0,15.6,2.1,1080,nvidia,asus,512,2.0,nvidia geforce rtx 3050
150,61986,1,4096,intel,core i5,1,8,1,windows,0,15.6,2.3,1080,nvidia,asus,512,2.0,nvidia geforce gtx 1650
151,43199,5,0,intel,core i3,1,8,0,windows,0,15.6,0.9746666666666668,1080,none,hp,512,5.0,intel hd
152,114990,1,4096,amd,ryzen 7 octa core,1,16,1,windows,0,14.0,1.6,1440,nvidia,asus,1000,2.0,nvidia geforce rtx 3050
153,133990,1,6144,amd,ryzen 7 octa core,1,16,1,windows,0,17.3,2.6,1080,nvidia,asus,1000,2.0,nvidia geforce rtx 3060
154,32990,2,0,intel,celeron dual core,1,8,0,windows,0,14.0,1.46,720,none,hp,256,4.5,intel uhd
155,79998,3,0,amd,ryzen 7 octa core,1,16,0,windows,1,13.3,1.32,1080,amd,lenovo,512,5.0,amd radeon
156,54100,3,0,intel,pentium quad core,0,4,0,windows,1,13.3,1.34171875,1080,none,asus,256,5.0,intel hd
157,95990,1,4096,intel,core i7,1,16,0,windows,0,17.3,2.0686486486486486,1080,nvidia,asus,516,2.0,nvidia geforce rtx 3050
158,89251,5,0,intel,core i5,1,8,0,windows,0,15.6,0.9746666666666668,720,none,hp,512,5.0,intel hd
159,259990,1,8192,intel,core i7,1,16,0,windows,0,15.6,2.38,1440,nvidia,msi,1000,2.0,nvidia geforce rtx 3070 ti
160,179990,1,8192,intel,core i7,1,16,0,windows,0,15.6,2.47,1440,nvidia,msi,1000,2.0,nvidia geforce rtx 3070
161,36990,2,0,qualcomm,snapdragon 7c gen 2,0,4,0,windows,0,14.0,1.38,1080,qualcomm,samsung,128,4.5,qualcomm adreno
162,144990,1,6144,intel,core i9,1,16,1,windows,0,15.6,2.3,1080,nvidia,acer,1000,2.0,nvidia geforce rtx 3060
163,47499,5,0,intel,core i5,0,4,0,dos,0,14.0,0.9746666666666668,720,none,lenovo,1000,5.0,intel hd
164,118990,1,4096,intel,core i7,1,16,1,windows,0,16.1,2.32,1080,nvidia,hp,1000,2.0,nvidia geforce rtx 3050ti
165,116990,1,4096,intel,core i7,1,16,1,windows,0,16.1,2.32,1080,nvidia,hp,1000,2.0,nvidia geforce rtx 3050
166,29940,5,0,intel,pentium quad core,0,4,0,windows,0,15.6,1.8,720,none,asus,1000,5.0,intel uhd
167,86990,1,4096,intel,core i7,1,8,1,windows,0,15.6,2.25,1080,nvidia,msi,512,2.0,nvidia geforce rtx 3050
168,52380,5,0,amd,ryzen 5 quad core,1,8,0,windows,0,15.6,0.9746666666666668,1080,amd,hp,512,5.0,amd radeon
169,53499,5,0,intel,core i3,1,8,0,windows,0,14.0,0.9746666666666668,1080,none,hp,512,5.0,intel hd
170,48990,2,0,intel,core i3,1,8,0,windows,0,15.6,1.8,1080,none,asus,256,4.5,intel uhd
171,26800,2,0,intel,celeron dual core,0,4,0,windows,0,11.6,1.05,720,none,asus,128,4.5,intel uhd 600
172,46800,5,0,intel,core i3,1,8,0,windows,0,15.6,0.9746666666666668,1080,none,asus,256,5.0,intel hd
173,61990,2,0,amd,ryzen 5 hexa core,1,16,0,windows,0,15.6,1.8,1080,amd,asus,512,4.5,amd radeon
174,61990,2,0,amd,ryzen 5 hexa core,1,16,0,windows,0,15.6,1.8,1080,amd,asus,512,4.5,amd radeon
175,21990,2,0,intel,celeron dual core,0,4,0,windows,0,11.6,1.05,720,none,asus,64,4.5,intel uhd 600
176,31990,2,0,intel,core i3,0,8,0,windows,0,15.6,1.8,1080,none,asus,1000,4.5,intel uhd
177,21990,2,0,intel,celeron dual core,0,4,0,windows,0,11.6,1.05,720,none,asus,64,4.5,intel uhd 600
178,31990,2,0,intel,pentium silver,1,8,0,windows,0,14.0,1.3,720,none,asus,256,4.5,intel hd
179,114990,2,2048,intel,core i5,1,16,0,windows,1,14.0,1.62,1080,nvidia,asus,512,4.5,nvidia geforce mx 450
180,114990,1,4096,amd,ryzen 7 octa core,1,16,0,windows,0,15.6,2.1,1080,nvidia,asus,1000,2.0,nvidia geforce rtx 3050
181,301990,1,16384,intel,core i9,1,32,1,windows,0,15.6,2.3,1440,nvidia,asus,1000,2.0,nvidia geforce rtx 3080 ti
182,113990,1,4096,amd,ryzen 7 octa core,1,16,0,windows,0,15.6,2.1,1080,nvidia,asus,512,2.0,nvidia geforce rtx 3050
183,50990,2,128,intel,core i7,1,16,0,windows,0,14.0,1.48,1080,none,infinix,512,4.5,intel iris plus
184,108990,1,4096,amd,ryzen 7 octa core,1,16,1,windows,0,15.6,2.1,1080,nvidia,asus,512,2.0,nvidia geforce rtx 3050
185,114990,1,4096,amd,ryzen 7 octa core,1,16,1,windows,0,15.6,2.1,1080,nvidia,asus,1000,2.0,nvidia geforce rtx 3050
186,50990,2,128,intel,core i7,1,16,0,windows,0,14.0,1.48,1080,none,infinix,512,4.5,intel iris plus
187,264990,1,16384,intel,core i9,1,32,1,windows,0,15.6,2.3,1440,nvidia,asus,2000,2.0,nvidia geforce rtx 3070 ti
188,99990,2,4096,amd,ryzen 9 octa core,1,16,0,windows,0,14.0,1.45,1440,nvidia,asus,1000,4.5,nvidia geforce rtx 3050
189,116500,1,4096,amd,ryzen 9 octa core,1,8,0,windows,0,14.0,1.45,1440,nvidia,asus,1000,2.0,nvidia geforce rtx 3050 ti
190,99990,1,4096,amd,ryzen 9 octa core,1,8,0,windows,0,14.0,1.45,1440,nvidia,asus,1000,2.0,nvidia geforce rtx 3050
191,162990,5,4096,amd,ryzen 9 octa core,1,16,0,windows,0,16.0,1.95,2160,nvidia,asus,1000,5.0,nvidia geforce rtx 3050
192,79990,2,0,intel,core i5,1,16,0,windows,0,13.3,1.14,1080,none,asus,512,4.5,iris xe
193,134990,2,0,amd,ryzen 9 octa core,1,16,0,windows,1,14.0,1.4,1440,amd,asus,1000,4.5,amd radeon
194,49990,2,0,intel,core i5,1,8,0,windows,0,14.0,1.6,1080,none,asus,1256,4.5,intel iris xe
195,94990,2,0,intel,core i7,1,16,0,windows,0,13.3,1.14,1080,none,asus,1000,4.5,iris xe
196,40990,2,0,intel,core i3,1,8,1,windows,0,15.6,1.8,1080,none,dell,512,4.5,intel uhd
197,69990,2,0,intel,core i5,1,8,0,windows,0,13.3,1.14,1080,none,asus,512,4.5,iris xe
198,35990,2,0,intel,core i3,1,8,0,windows,0,14.0,1.6,1080,none,asus,256,4.5,intel uhd
199,52632,2,0,amd,ryzen 3 dual core,0,8,1,windows,0,15.6,1.8,1080,amd,dell,1000,4.5,amd radeon
200,33999,2,0,intel,pentium quad core,1,8,0,windows,0,14.0,1.46,720,none,hp,256,4.5,intel uhd
201,79990,2,0,intel,core i5,1,16,0,windows,0,13.3,1.14,1080,none,asus,512,4.5,iris xe
202,89990,2,0,intel,core i7,1,16,0,windows,0,13.3,1.14,1080,none,asus,512,4.5,iris xe
203,114900,2,0,amd,ryzen 7 octa core,1,16,0,windows,1,14.0,1.4,1440,amd,asus,1000,4.5,amd radeon
204,41999,2,0,intel,core i3,1,8,1,windows,0,14.0,1.59,1080,none,dell,256,4.5,intel uhd
205,68100,1,4096,amd,ryzen 5 hexa core,1,8,0,windows,0,16.1,2.0686486486486486,1080,nvidia,hp,512,2.0,nvidia geforce gtx
206,26990,5,0,intel,pentium quad core,0,4,0,windows,0,15.6,1.9,1080,none,acer,1000,5.0,intel uhd 605
207,32990,2,0,intel,core i3,1,4,0,windows,0,15.6,1.7,1080,none,acer,256,4.5,intel uhd
208,38990,4,0,intel,core i3,1,8,0,windows,0,15.6,1.7,1080,none,acer,512,4.5,intel uhd
209,82000,5,4096,intel,core i5,1,8,0,windows,0,16.1,0.9746666666666668,1080,nvidia,hp,512,5.0,nvidia geforce rtx
210,48990,4,0,intel,core i5,0,8,0,windows,0,15.6,1.7,1080,none,acer,1000,4.5,iris xe
211,24990,5,0,amd,dual core,1,4,0,windows,0,14.0,1.9,720,amd,acer,256,5.0,amd radeon
212,62990,2,0,intel,core i5,1,16,0,windows,0,15.6,1.66,1080,none,lenovo,512,4.5,iris xe
213,40990,2,0,intel,core i3,1,8,1,windows,0,15.6,1.7,1080,none,lenovo,512,4.5,intel uhd
214,45799,2,0,intel,core i5,1,8,1,windows,0,15.6,1.7,1080,none,lenovo,512,4.5,intel uhd
215,50990,2,0,intel,core i5,1,8,0,windows,0,14.0,1.4946421471172964,1080,none,lenovo,512,4.5,iris xe
216,44490,2,0,intel,core i3,1,8,0,windows,0,14.1,1.4,1080,none,asus,512,4.5,intel uhd
217,28290,5,0,intel,celeron dual core,0,4,0,windows,0,15.6,1.8,720,none,asus,1000,5.0,intel uhd 600
218,72998,2,0,amd,ryzen 7 octa core,1,16,0,windows,0,14.0,1.38,1080,amd,lenovo,1000,4.5,amd radeon
219,59999,5,0,intel,core i5,1,8,0,windows,0,14.0,0.9746666666666668,1080,none,lenovo,512,5.0,intel iris xe
220,74990,1,4096,intel,core i5,1,8,1,windows,0,15.6,2.25,1080,nvidia,msi,512,2.0,nvidia geforce rtx 3050
221,49990,2,0,amd,ryzen 5 hexa core,1,8,0,windows,0,14.0,1.3,1080,amd,msi,256,4.5,amd radeon
222,39999,2,0,intel,core i3,1,8,0,windows,0,15.6,1.69,1080,none,hp,256,4.5,intel uhd
223,114990,1,6144,amd,ryzen 7 octa core,1,16,1,windows,0,15.6,2.57,1080,nvidia,dell,512,2.0,nvidia geforce rtx 3060
224,85990,1,4096,intel,core i5,1,16,1,windows,0,15.6,2.65,1080,nvidia,dell,512,2.0,nvidia geforce rtx 3050 ti
225,99990,1,4096,intel,core i7,1,16,1,windows,0,15.6,2.65,1080,nvidia,dell,512,2.0,nvidia geforce rtx 3050 ti
226,94990,1,4096,intel,core i7,1,16,0,windows,0,15.6,2.25,1080,nvidia,msi,512,2.0,nvidia geforce rtx 3050 ti
227,99990,1,4096,intel,core i7,1,16,1,windows,0,15.6,2.4,1080,nvidia,dell,512,2.0,nvidia geforce rtx 3050 ti
228,69990,2,0,amd,ryzen 7 octa core,1,8,0,windows,0,15.6,1.6,1080,amd,msi,512,4.5,amd radeon
229,42490,2,0,intel,core i3,1,8,0,windows,0,15.6,1.4946421471172964,1080,none,hp,512,4.5,intel hd
230,54990,2,0,intel,core i5,1,8,1,windows,0,15.6,1.69,1080,none,hp,512,4.5,iris xe
231,57990,2,0,intel,core i5,1,8,0,windows,0,15.6,1.4946421471172964,1080,none,hp,512,4.5,intel iris
232,49990,4,0,intel,core i5,0,8,1,windows,0,15.6,1.65,1080,none,acer,1000,4.5,iris xe
233,35990,5,0,amd,ryzen 3 dual core,1,8,0,windows,0,15.6,1.9,1080,amd,acer,512,5.0,amd radeon
234,42490,5,0,intel,core i3,1,8,1,windows,0,15.6,1.69,1080,none,hp,512,5.0,intel uhd
235,33999,4,0,amd,ryzen 3 dual core,1,4,1,windows,0,15.6,1.9,1080,none,acer,512,4.5,amd radeon
236,42990,2,0,intel,core i3,1,8,0,windows,0,14.0,1.4,1080,none,asus,512,4.5,intel uhd
237,87990,2,0,intel,core i5,1,16,0,windows,1,13.3,1.3,1080,none,asus,512,4.5,iris xe
238,38990,5,0,intel,core i3,0,8,0,windows,0,15.6,0.9746666666666668,1080,none,lenovo,1000,5.0,intel uhd
239,91900,2,0,amd,ryzen 5 hexa core,1,16,0,windows,1,14.0,1.4,1440,amd,asus,512,4.5,amd radeon
240,42990,2,0,intel,core i3,1,8,0,windows,0,14.0,1.4,1080,none,asus,512,4.5,intel uhd
241,42990,3,0,intel,pentium quad core,0,4,0,windows,1,13.3,0.78,1080,none,asus,128,5.0,intel uhd
242,54990,3,0,intel,pentium quad core,1,8,0,windows,1,13.3,0.78,1080,none,asus,256,5.0,intel uhd
243,104990,2,0,intel,core i7,1,16,0,windows,1,13.3,1.3,1080,none,asus,512,4.5,iris xe
244,134990,2,2048,intel,core i7,1,16,0,windows,1,14.0,1.62,1080,nvidia,asus,1000,4.5,nvidia geforce mx 450
245,99990,2,0,intel,core i5,1,8,0,windows,1,14.0,1.62,1080,none,asus,512,4.5,intel iris xe
246,42990,2,0,intel,core i3,1,8,0,windows,0,14.0,1.4,1080,none,asus,512,4.5,intel uhd
247,87990,2,0,intel,core i5,1,16,0,windows,1,13.3,1.3,1080,none,asus,512,4.5,iris xe
248,42990,2,0,intel,core i3,1,8,0,windows,0,14.0,1.4,1080,none,asus,512,4.5,intel uhd
249,29990,2,0,intel,pentium silver,1,4,0,windows,0,14.0,1.5,1080,none,asus,256,4.5,intel uhd 600
250,114990,2,2048,intel,core i5,1,16,0,windows,1,14.0,1.62,1080,nvidia,asus,512,4.5,nvidia geforce mx 450
251,99990,2,0,intel,core i5,1,8,0,windows,1,14.0,1.62,1080,none,asus,512,4.5,intel iris xe
252,71990,2,2048,intel,core i5,1,16,1,windows,0,15.6,1.8,1080,nvidia,dell,512,4.5,nvidia geforce mx 350
253,68990,5,4096,intel,core i5,1,16,0,windows,0,15.6,0.9746666666666668,1080,nvidia,dell,512,5.0,nvidia geforce gtx 1650
254,72032,5,0,intel,core i5,1,16,0,windows,0,14.0,0.9746666666666668,1080,none,lenovo,512,5.0,intel hd
255,47990,5,0,amd,ryzen 5 hexa core,1,8,0,windows,0,15.6,0.9746666666666668,1080,amd,hp,512,5.0,amd radeon
256,47990,2,0,amd,ryzen 5 hexa core,1,8,0,windows,0,15.6,1.69,1080,amd,hp,512,4.5,amd radeon
257,41990,2,0,intel,core i3,1,8,0,windows,0,15.6,1.69,1080,none,hp,512,4.5,intel uhd
258,55999,5,0,intel,core i5,1,8,0,windows,0,15.6,0.9746666666666668,1080,none,lenovo,512,5.0,intel hd
259,79990,2,4096,amd,ryzen 7 octa core,1,16,1,windows,0,14.0,1.6,1080,nvidia,asus,512,4.5,nvidia geforce gtx 1650
260,79990,1,0,amd,ryzen 7 octa core,1,16,1,windows,0,14.0,1.6,1080,nvidia,asus,512,2.0,nvidia geforce gtx 1650
261,65990,1,0,intel,core i5,1,16,0,windows,0,14.0,1.4,1440,none,asus,512,2.0,intel iris xe
262,40990,7,0,intel,core i3,1,8,0,windows,0,15.6,1.8,720,none,asus,1256,6.0,intel hd
263,99990,2,4096,amd,ryzen 7 octa core,1,16,0,windows,0,14.0,1.39,1080,nvidia,acer,1000,4.5,nvidia geforce rtx 3050 ti
264,74990,2,0,intel,core i5,1,8,0,windows,1,14.0,1.05,1080,none,acer,512,4.5,intel iris xe
265,33990,2,0,intel,core i3,1,8,1,windows,0,15.6,1.7,1080,none,lenovo,1000,4.5,intel uhd
266,85990,2,2048,intel,core i5,1,8,0,windows,0,15.6,1.4946421471172964,1080,nvidia,dell,512,4.5,nvidia geforce mx 330
267,139990,1,6144,intel,core i9,1,16,1,windows,0,15.6,2.3,1080,nvidia,acer,1000,2.0,nvidia geforce rtx 3060
268,169990,1,8192,intel,core i9,1,32,1,windows,0,15.6,2.3,1080,nvidia,acer,1000,2.0,nvidia geforce rtx 3070
269,35990,5,0,intel,pentium quad core,1,4,1,windows,0,15.6,1.83,1080,none,dell,256,5.0,intel hd
270,34490,5,0,intel,core i3,1,4,0,windows,0,14.0,0.9746666666666668,1080,none,lenovo,256,5.0,intel hd
271,50999,5,0,intel,core i3,1,16,0,windows,0,15.6,1.83,1080,none,dell,1256,5.0,intel hd
272,37899,5,0,intel,core i3,1,8,0,windows,0,15.6,0.9746666666666668,1440,none,asus,256,5.0,intel hd
273,79990,1,4096,amd,ryzen 7 octa core,1,16,1,windows,0,17.3,2.6,1080,nvidia,asus,512,2.0,nvidia geforce rtx 3050
274,56900,2,0,intel,core i5,1,8,1,windows,0,15.6,1.69,1080,none,hp,512,4.5,iris xe
275,31390,2,0,intel,celeron dual core,1,8,0,windows,0,14.0,1.46,720,none,hp,256,4.5,intel uhd
276,39990,2,0,amd,ryzen 3 quad core,1,8,1,windows,0,14.0,1.46,1080,amd,hp,512,4.5,amd radeon
277,55490,2,2048,intel,core i5,1,8,1,windows,0,14.0,1.59,1080,nvidia,dell,512,4.5,nvidia geforce mx 330
278,44490,2,0,amd,ryzen 5 quad core,1,8,1,windows,0,15.6,1.8,1080,amd,dell,256,4.5,amd radeon
279,70990,2,0,intel,core i5,1,16,1,windows,0,14.0,1.46,1080,none,dell,512,4.5,intel iris xe
280,140990,1,6144,intel,core i7,1,16,0,windows,0,15.6,2.25,1440,nvidia,msi,1000,2.0,nvidia geforce rtx 3060
281,79990,2,0,intel,core i5,1,8,0,windows,0,13.3,1.3,1080,none,asus,512,4.5,iris xe
282,44090,2,0,intel,core i3,1,4,1,windows,0,14.0,1.59,1080,none,dell,1256,4.5,intel uhd
283,279990,1,8192,intel,core i7,1,32,0,windows,0,15.6,2.1,1440,nvidia,msi,1000,2.0,nvidia geforce rtx 3070 ti
284,60490,2,2048,intel,core i5,1,16,1,windows,0,14.0,1.59,1080,nvidia,dell,512,4.5,nvidia geforce mx 330
285,59890,2,0,intel,core i5,1,8,1,windows,0,15.6,1.8,1080,none,dell,1256,4.5,intel uhd
286,37990,2,0,intel,core i3,1,8,1,windows,0,14.96,1.8,1080,none,dell,256,4.5,intel uhd
287,38990,2,0,intel,core i3,1,8,1,windows,0,14.96,1.59,1080,none,dell,256,4.5,intel uhd
288,129990,1,10240,amd,ryzen 9 octa core,1,16,0,windows,0,15.6,1.9,1080,amd,msi,1000,2.0,amd radeon rx 6700m
289,51990,2,0,amd,ryzen 5 hexa core,1,8,1,windows,0,15.6,1.76,1080,amd,acer,512,4.5,amd radeon
290,40590,2,0,amd,ryzen 3 dual core,1,8,1,windows,0,15.6,1.8,1080,amd,dell,256,4.5,amd radeon
291,37999,5,0,intel,core i3,0,8,0,windows,0,15.6,0.9746666666666668,1080,none,lenovo,1000,5.0,intel hd
292,38990,2,0,amd,ryzen 3 quad core,1,8,1,windows,0,15.6,1.69,1080,amd,hp,512,4.5,amd radeon
293,36990,2,0,intel,core i3,1,8,1,windows,0,15.6,1.7,1080,none,lenovo,512,4.5,intel uhd
294,31990,2,0,intel,core i3,1,4,1,windows,0,14.0,1.6,1080,none,lenovo,256,4.5,intel uhd
295,89998,5,512,intel,core i5,1,8,0,windows,0,15.6,0.9746666666666668,1080,none,lenovo,512,5.0,intel hd
296,47990,2,0,amd,ryzen 5 hexa core,1,8,1,windows,0,14.0,1.46,1080,amd,hp,512,4.5,amd radeon
297,130500,1,4096,amd,ryzen 9 octa core,1,16,1,windows,0,16.0,1.95,2160,nvidia,asus,1000,2.0,nvidia geforce rtx 3050
298,48990,5,0,intel,core i3,1,8,1,windows,0,15.6,1.83,1080,none,dell,1256,5.0,intel hd
299,46990,2,0,intel,core i5,1,8,0,windows,0,14.0,1.3,1080,none,msi,512,4.5,intel uhd
300,76990,2,2048,intel,core i7,1,8,0,windows,0,14.0,1.3,1080,nvidia,msi,512,4.5,nvidia geforce mx 450
301,53990,3,0,intel,core i3,1,8,0,windows,1,14.0,1.52,1080,none,hp,256,5.0,intel uhd
302,52990,3,0,intel,core i3,1,8,0,windows,1,14.0,1.5,1080,none,asus,512,5.0,intel uhd
303,63990,3,0,intel,core i5,1,8,0,windows,1,14.0,1.5,1080,none,asus,512,5.0,intel iris xe
